,PWVmidTim,Tdelay
287,20160221/2345,2097.6
237,20160222/0015,2098.5
238,20160222/0045,2096.3
239,20160222/0115,2095.2
240,20160222/0145,2096.5
241,20160222/0215,2098.8
242,20160222/0245,2102.2
243,20160222/0315,2102.6
244,20160222/0345,2102.8
245,20160222/0415,2102.3
246,20160222/0445,2102.2
247,20160222/0515,2103.7
248,20160222/0545,2103.7
249,20160222/0615,2104.0
250,20160222/0645,2101.7
251,20160222/0715,2103.1
252,20160222/0745,2103.2
253,20160222/0815,2104.4
254,20160222/0845,2110.2
255,20160222/0915,2111.2
256,20160222/0945,2109.2
257,20160222/1015,2109.9
258,20160222/1045,2108.6
259,20160222/1115,2108.1
260,20160222/1145,2110.6
261,20160222/1215,2110.1
262,20160222/1245,2112.8
263,20160222/1315,2113.1
264,20160222/1345,2111.9
265,20160222/1415,2115.2
266,20160222/1445,2117.1
267,20160222/1515,2120.4
268,20160222/1545,2121.2
269,20160222/1615,2118.2
270,20160222/1645,2122.3
271,20160222/1715,2126.9
272,20160222/1745,2128.9
273,20160222/1815,2126.4
274,20160222/1845,2127.7
275,20160222/1915,2129.2
276,20160222/1945,2126.0
277,20160222/2015,2125.9
278,20160222/2045,2124.2
279,20160222/2115,2125.9
280,20160222/2145,2128.1
281,20160222/2215,2126.9
282,20160222/2245,2123.4
283,20160222/2315,2121.6
284,20160222/2345,2122.4
238,20160223/0015,2124.2
239,20160223/0045,2125.4
240,20160223/0115,2124.2
241,20160223/0145,2121.4
242,20160223/0215,2120.9
243,20160223/0245,2124.4
244,20160223/0315,2125.3
245,20160223/0345,2123.7
246,20160223/0415,2120.9
247,20160223/0445,2121.4
248,20160223/0515,2120.8
249,20160223/0545,2120.0
250,20160223/0615,2119.4
251,20160223/0645,2116.6
252,20160223/0715,2114.9
253,20160223/0745,2114.4
254,20160223/0815,2115.8
255,20160223/0845,2118.7
256,20160223/0915,2119.4
257,20160223/0945,2116.7
258,20160223/1015,2114.3
259,20160223/1045,2112.1
260,20160223/1115,2110.8
261,20160223/1145,2110.8
262,20160223/1215,2110.9
263,20160223/1245,2112.8
264,20160223/1315,2116.3
265,20160223/1345,2119.8
266,20160223/1415,2125.0
267,20160223/1445,2128.5
268,20160223/1515,2128.2
269,20160223/1545,2128.4
270,20160223/1615,2126.6
271,20160223/1645,2126.4
272,20160223/1715,2126.9
273,20160223/1745,2125.3
274,20160223/1815,2122.6
275,20160223/1845,2121.1
276,20160223/1915,2121.8
277,20160223/1945,2120.1
278,20160223/2015,2119.9
279,20160223/2045,2121.5
280,20160223/2115,2122.9
281,20160223/2145,2124.2
282,20160223/2315,2120.4
283,20160223/2345,2126.3
190,20160224/0015,2128.3
191,20160224/0045,2126.6
192,20160224/0215,2132.4
193,20160224/0245,2131.7
194,20160224/0315,2133.2
195,20160224/0345,2132.6
196,20160224/0415,2133.8
197,20160224/0445,2139.3
198,20160224/0515,2143.1
199,20160224/0545,2147.4
200,20160224/0615,2152.9
201,20160224/0645,2153.1
202,20160224/0715,2154.4
203,20160224/0745,2155.2
204,20160224/0815,2155.6
205,20160224/0845,2156.4
206,20160224/0915,2156.7
207,20160224/0945,2155.1
208,20160224/1015,2157.4
209,20160224/1045,2161.1
210,20160224/1115,2161.2
211,20160224/1145,2163.3
212,20160224/1215,2162.6
213,20160224/1245,2161.1
214,20160224/1315,2160.7
215,20160224/1345,2161.4
216,20160224/1415,2164.8
217,20160224/1445,2165.8
218,20160224/1515,2166.6
219,20160224/1545,2171.0
220,20160224/1615,2172.3
221,20160224/1645,2167.1
222,20160224/1715,2164.2
223,20160224/1745,2163.4
224,20160224/1815,2161.9
225,20160224/1845,2164.3
226,20160224/1915,2168.0
227,20160224/1945,2169.9
228,20160224/2015,2174.1
229,20160224/2045,2179.1
230,20160224/2115,2181.8
231,20160224/2145,2179.8
232,20160224/2215,2178.6
233,20160224/2245,2180.5
234,20160224/2315,2182.2
235,20160224/2345,2184.5
240,20160225/0015,2186.7
241,20160225/0045,2184.7
242,20160225/0115,2180.8
243,20160225/0145,2177.7
244,20160225/0215,2175.6
245,20160225/0245,2174.4
246,20160225/0315,2174.7
247,20160225/0345,2173.5
248,20160225/0415,2172.5
249,20160225/0445,2171.6
250,20160225/0515,2169.5
251,20160225/0545,2172.2
252,20160225/0615,2168.7
253,20160225/0645,2164.6
254,20160225/0715,2166.6
255,20160225/0745,2166.5
256,20160225/0815,2164.2
257,20160225/0845,2165.4
258,20160225/0915,2165.8
259,20160225/0945,2163.2
260,20160225/1015,2159.9
261,20160225/1045,2158.3
262,20160225/1115,2159.8
263,20160225/1145,2158.5
264,20160225/1215,2155.3
265,20160225/1245,2155.2
266,20160225/1315,2153.3
267,20160225/1345,2151.4
268,20160225/1415,2154.2
269,20160225/1445,2154.1
270,20160225/1515,2150.3
271,20160225/1545,2149.7
272,20160225/1615,2151.2
273,20160225/1645,2150.6
274,20160225/1715,2149.7
275,20160225/1745,2149.2
276,20160225/1815,2148.2
277,20160225/1845,2146.8
278,20160225/1915,2146.7
279,20160225/1945,2149.1
280,20160225/2015,2152.6
281,20160225/2045,2152.9
282,20160225/2115,2152.3
283,20160225/2145,2150.8
284,20160225/2215,2150.4
285,20160225/2245,2151.8
286,20160225/2315,2150.8
287,20160225/2345,2149.3
235,20160226/0015,2148.4
236,20160226/0045,2146.8
237,20160226/0115,2145.4
238,20160226/0145,2144.2
239,20160226/0215,2142.8
240,20160226/0245,2142.6
241,20160226/0315,2143.8
242,20160226/0345,2144.1
243,20160226/0415,2140.4
244,20160226/0445,2136.2
245,20160226/0515,2135.8
246,20160226/0545,2138.4
247,20160226/0615,2136.9
248,20160226/0645,2135.1
249,20160226/0715,2134.3
250,20160226/0745,2131.7
251,20160226/0815,2131.2
252,20160226/0845,2134.1
253,20160226/0915,2136.6
254,20160226/0945,2135.2
255,20160226/1015,2134.6
256,20160226/1045,2136.6
257,20160226/1115,2137.7
258,20160226/1145,2138.8
259,20160226/1215,2139.9
260,20160226/1245,2140.1
261,20160226/1315,2139.1
262,20160226/1345,2139.4
263,20160226/1415,2143.1
264,20160226/1445,2144.4
265,20160226/1515,2142.6
266,20160226/1545,2144.4
267,20160226/1615,2147.1
268,20160226/1645,2147.9
269,20160226/1715,2149.9
270,20160226/1745,2150.4
271,20160226/1815,2146.4
272,20160226/1845,2145.6
273,20160226/1915,2146.8
274,20160226/1945,2147.9
275,20160226/2015,2142.3
276,20160226/2045,2139.8
277,20160226/2115,2142.2
278,20160226/2145,2143.4
279,20160226/2215,2150.6
280,20160226/2245,2153.9
281,20160226/2315,2151.5
282,20160226/2345,2151.6
240,20160227/0015,2154.3
241,20160227/0045,2153.6
242,20160227/0115,2152.2
243,20160227/0145,2152.2
244,20160227/0215,2152.4
245,20160227/0245,2152.6
246,20160227/0315,2155.2
247,20160227/0345,2157.6
248,20160227/0415,2160.6
249,20160227/0445,2160.3
250,20160227/0515,2160.3
251,20160227/0545,2160.2
252,20160227/0615,2156.5
253,20160227/0645,2157.7
254,20160227/0715,2156.8
255,20160227/0745,2153.2
256,20160227/0815,2152.3
257,20160227/0845,2152.1
258,20160227/0915,2152.7
259,20160227/0945,2154.4
260,20160227/1015,2153.3
261,20160227/1045,2152.2
262,20160227/1115,2153.3
263,20160227/1145,2155.2
264,20160227/1215,2156.1
265,20160227/1245,2155.3
266,20160227/1315,2155.5
267,20160227/1345,2161.2
268,20160227/1415,2164.2
269,20160227/1445,2163.6
270,20160227/1515,2159.8
271,20160227/1545,2169.2
272,20160227/1615,2179.2
273,20160227/1645,2173.0
274,20160227/1715,2169.4
275,20160227/1745,2164.3
276,20160227/1815,2162.0
277,20160227/1845,2162.1
278,20160227/1915,2160.6
279,20160227/1945,2158.7
280,20160227/2015,2151.9
281,20160227/2045,2147.3
282,20160227/2115,2150.8
283,20160227/2145,2149.1
284,20160227/2215,2147.2
285,20160227/2245,2149.2
286,20160227/2315,2146.9
287,20160227/2345,2148.6
240,20160228/0015,2150.3
241,20160228/0045,2148.6
242,20160228/0115,2147.2
243,20160228/0145,2143.9
244,20160228/0215,2146.1
245,20160228/0245,2147.4
246,20160228/0315,2148.2
247,20160228/0345,2150.4
248,20160228/0415,2147.1
249,20160228/0445,2144.1
250,20160228/0515,2144.4
251,20160228/0545,2145.5
252,20160228/0615,2141.9
253,20160228/0645,2139.9
254,20160228/0715,2142.9
255,20160228/0745,2144.6
256,20160228/0815,2145.7
257,20160228/0845,2147.8
258,20160228/0915,2146.2
259,20160228/0945,2143.4
260,20160228/1015,2146.4
261,20160228/1045,2148.8
262,20160228/1115,2149.8
263,20160228/1145,2149.2
264,20160228/1215,2145.2
265,20160228/1245,2149.6
266,20160228/1315,2154.2
267,20160228/1345,2155.6
268,20160228/1415,2157.9
269,20160228/1445,2155.7
270,20160228/1515,2155.6
271,20160228/1545,2154.6
272,20160228/1615,2150.6
273,20160228/1645,2148.7
274,20160228/1715,2150.4
275,20160228/1745,2147.6
276,20160228/1815,2145.1
277,20160228/1845,2145.1
278,20160228/1915,2146.3
279,20160228/1945,2147.3
280,20160228/2015,2143.3
281,20160228/2045,2143.2
282,20160228/2115,2144.3
283,20160228/2145,2145.1
284,20160228/2215,2146.6
285,20160228/2245,2145.1
286,20160228/2315,2142.2
287,20160228/2345,2141.3
240,20160229/0015,2141.9
241,20160229/0045,2142.3
242,20160229/0115,2142.6
243,20160229/0145,2142.4
244,20160229/0215,2142.3
245,20160229/0245,2140.4
246,20160229/0315,2140.9
247,20160229/0345,2141.6
248,20160229/0415,2140.2
249,20160229/0445,2141.2
250,20160229/0515,2142.2
251,20160229/0545,2141.3
252,20160229/0615,2140.1
253,20160229/0645,2140.7
254,20160229/0715,2143.7
255,20160229/0745,2143.7
256,20160229/0815,2145.4
257,20160229/0845,2147.6
258,20160229/0915,2144.3
259,20160229/0945,2143.6
260,20160229/1015,2145.7
261,20160229/1045,2147.4
262,20160229/1115,2146.2
263,20160229/1145,2145.1
264,20160229/1215,2146.1
265,20160229/1245,2149.1
266,20160229/1315,2149.7
267,20160229/1345,2152.9
268,20160229/1415,2154.8
269,20160229/1445,2152.2
270,20160229/1515,2151.1
271,20160229/1545,2147.8
272,20160229/1615,2149.3
273,20160229/1645,2151.3
274,20160229/1715,2149.8
275,20160229/1745,2145.8
276,20160229/1815,2143.0
277,20160229/1845,2141.3
278,20160229/1915,2137.0
279,20160229/1945,2138.2
280,20160229/2015,2140.1
281,20160229/2045,2143.6
282,20160229/2115,2145.9
283,20160229/2145,2143.4
284,20160229/2215,2142.2
285,20160229/2245,2141.0
286,20160229/2315,2140.4
287,20160229/2345,2139.9
236,20160301/0015,2139.1
237,20160301/0045,2137.2
238,20160301/0115,2135.6
239,20160301/0145,2135.0
240,20160301/0215,2136.4
241,20160301/0245,2137.2
242,20160301/0315,2136.4
243,20160301/0345,2138.7
244,20160301/0415,2138.7
245,20160301/0445,2137.8
246,20160301/0515,2137.6
247,20160301/0545,2137.1
248,20160301/0615,2134.8
249,20160301/0645,2131.4
250,20160301/0715,2131.5
251,20160301/0745,2131.1
252,20160301/0815,2132.1
253,20160301/0845,2132.2
254,20160301/0915,2129.1
255,20160301/0945,2128.6
256,20160301/1015,2127.3
257,20160301/1045,2125.4
258,20160301/1115,2126.9
259,20160301/1145,2129.6
260,20160301/1215,2128.9
261,20160301/1245,2128.1
262,20160301/1315,2128.8
263,20160301/1345,2125.8
264,20160301/1415,2121.9
265,20160301/1445,2121.6
266,20160301/1515,2121.4
267,20160301/1545,2117.9
268,20160301/1615,2115.7
269,20160301/1645,2113.9
270,20160301/1715,2113.6
271,20160301/1745,2113.7
272,20160301/1815,2112.4
273,20160301/1845,2111.0
274,20160301/1915,2110.9
275,20160301/1945,2110.5
276,20160301/2015,2106.1
277,20160301/2045,2108.7
278,20160301/2115,2109.9
279,20160301/2145,2106.9
280,20160301/2215,2107.6
281,20160301/2245,2105.2
282,20160301/2315,2106.2
283,20160301/2345,2108.8
238,20160302/0015,2109.7
239,20160302/0045,2108.4
240,20160302/0115,2109.3
241,20160302/0145,2107.9
242,20160302/0215,2109.6
243,20160302/0245,2114.0
244,20160302/0315,2113.6
245,20160302/0345,2113.0
246,20160302/0415,2110.3
247,20160302/0445,2108.7
248,20160302/0515,2110.0
249,20160302/0545,2109.4
250,20160302/0615,2109.5
251,20160302/0645,2108.1
252,20160302/0715,2105.8
253,20160302/0745,2107.0
254,20160302/0815,2107.3
255,20160302/0845,2103.6
256,20160302/0915,2093.2
257,20160302/0945,2095.0
258,20160302/1015,2106.0
259,20160302/1045,2107.9
260,20160302/1115,2110.3
261,20160302/1145,2110.4
262,20160302/1215,2107.2
263,20160302/1245,2111.0
264,20160302/1315,2114.0
265,20160302/1345,2114.9
266,20160302/1415,2116.3
267,20160302/1445,2115.0
268,20160302/1515,2121.6
269,20160302/1545,2127.6
270,20160302/1615,2126.9
271,20160302/1645,2124.6
272,20160302/1715,2125.9
273,20160302/1745,2126.5
274,20160302/1815,2134.4
275,20160302/1845,2142.8
276,20160302/1915,2136.4
277,20160302/1945,2133.2
278,20160302/2015,2132.1
279,20160302/2045,2129.1
280,20160302/2115,2130.2
281,20160302/2145,2130.3
282,20160302/2215,2128.8
283,20160302/2245,2130.9
284,20160302/2315,2128.5
285,20160302/2345,2127.6
240,20160303/0015,2128.8
241,20160303/0045,2129.8
242,20160303/0115,2135.1
243,20160303/0145,2140.8
244,20160303/0215,2140.9
245,20160303/0245,2139.7
246,20160303/0315,2137.1
247,20160303/0345,2134.2
248,20160303/0415,2136.1
249,20160303/0445,2138.2
250,20160303/0515,2141.8
251,20160303/0545,2145.4
252,20160303/0615,2146.3
253,20160303/0645,2148.8
254,20160303/0715,2150.7
255,20160303/0745,2151.4
256,20160303/0815,2149.4
257,20160303/0845,2145.6
258,20160303/0915,2145.4
259,20160303/0945,2139.6
260,20160303/1015,2132.4
261,20160303/1045,2128.3
262,20160303/1115,2126.7
263,20160303/1145,2120.9
264,20160303/1215,2114.6
265,20160303/1245,2114.2
266,20160303/1315,2114.8
267,20160303/1345,2116.4
268,20160303/1415,2114.5
269,20160303/1445,2112.9
270,20160303/1515,2117.2
271,20160303/1545,2124.8
272,20160303/1615,2125.3
273,20160303/1645,2122.4
274,20160303/1715,2118.2
275,20160303/1745,2114.7
276,20160303/1815,2115.7
277,20160303/1845,2115.9
278,20160303/1915,2115.8
279,20160303/1945,2116.8
280,20160303/2015,2115.2
281,20160303/2045,2113.2
282,20160303/2115,2109.1
283,20160303/2145,2109.8
284,20160303/2215,2106.7
285,20160303/2245,2102.9
286,20160303/2315,2109.5
287,20160303/2345,2110.9
192,20160304/0015,2107.1
193,20160304/0045,2106.9
194,20160304/0115,2109.8
195,20160304/0145,2112.0
196,20160304/0215,2111.9
197,20160304/0245,2112.4
198,20160304/0315,2113.9
199,20160304/0345,2113.8
200,20160304/0415,2113.0
201,20160304/0445,2116.8
202,20160304/0515,2121.4
203,20160304/0545,2119.9
204,20160304/0615,2119.3
205,20160304/0645,2117.4
206,20160304/0715,2114.6
207,20160304/0745,2114.9
208,20160304/0815,2115.9
209,20160304/0845,2112.1
210,20160304/0915,2112.2
211,20160304/0945,2116.4
212,20160304/1015,2118.1
213,20160304/1045,2125.9
214,20160304/1115,2129.1
215,20160304/1145,2130.3
216,20160304/1215,2134.0
217,20160304/1245,2140.5
218,20160304/1315,2140.0
219,20160304/1345,2129.9
220,20160304/1415,2123.5
221,20160304/1445,2111.9
222,20160304/1515,2114.2
223,20160304/1545,2117.4
224,20160304/1615,2109.1
225,20160304/1645,2108.7
226,20160304/1715,2112.5
227,20160304/1745,2122.4
228,20160304/1815,2128.3
229,20160304/1845,2127.2
230,20160304/1915,2127.3
231,20160304/1945,2121.2
232,20160304/2015,2118.7
233,20160304/2045,2120.9
234,20160304/2115,2124.1
235,20160304/2145,2127.6
236,20160304/2215,2125.8
237,20160304/2245,2125.5
238,20160304/2315,2127.7
239,20160304/2345,2127.2
240,20160305/0015,2127.1
241,20160305/0045,2124.2
242,20160305/0115,2123.2
243,20160305/0145,2126.6
244,20160305/0215,2125.1
245,20160305/0245,2124.9
246,20160305/0315,2126.2
247,20160305/0345,2126.4
248,20160305/0415,2127.5
249,20160305/0445,2128.1
250,20160305/0515,2126.4
251,20160305/0545,2124.4
252,20160305/0615,2125.6
253,20160305/0645,2122.4
254,20160305/0715,2120.7
255,20160305/0745,2123.9
256,20160305/0815,2124.4
257,20160305/0845,2124.1
258,20160305/0915,2123.7
259,20160305/0945,2123.0
260,20160305/1015,2123.4
261,20160305/1045,2124.9
262,20160305/1115,2126.9
263,20160305/1145,2129.1
264,20160305/1215,2130.8
265,20160305/1245,2131.6
266,20160305/1315,2135.8
267,20160305/1345,2139.7
268,20160305/1415,2139.1
269,20160305/1445,2136.9
270,20160305/1515,2136.9
271,20160305/1545,2137.0
272,20160305/1615,2133.7
273,20160305/1645,2132.9
274,20160305/1715,2134.5
275,20160305/1745,2133.6
276,20160305/1815,2131.6
277,20160305/1845,2133.3
278,20160305/1915,2133.1
279,20160305/1945,2128.4
280,20160305/2015,2124.8
281,20160305/2045,2126.1
282,20160305/2115,2124.3
283,20160305/2145,2121.1
284,20160305/2215,2119.4
285,20160305/2245,2113.8
286,20160305/2315,2109.6
287,20160305/2345,2105.9
240,20160306/0015,2102.5
241,20160306/0045,2101.2
242,20160306/0115,2098.7
243,20160306/0145,2105.1
244,20160306/0215,2109.2
245,20160306/0245,2108.2
246,20160306/0315,2111.8
247,20160306/0345,2111.4
248,20160306/0415,2110.4
249,20160306/0445,2111.4
250,20160306/0515,2112.1
251,20160306/0545,2110.6
252,20160306/0615,2108.1
253,20160306/0645,2108.9
254,20160306/0715,2110.9
255,20160306/0745,2112.9
256,20160306/0815,2116.8
257,20160306/0845,2114.5
258,20160306/0915,2112.7
259,20160306/0945,2115.4
260,20160306/1015,2117.2
261,20160306/1045,2117.9
262,20160306/1115,2118.5
263,20160306/1145,2117.2
264,20160306/1215,2117.2
265,20160306/1245,2117.5
266,20160306/1315,2120.6
267,20160306/1345,2123.6
268,20160306/1415,2124.9
269,20160306/1445,2123.2
270,20160306/1515,2119.9
271,20160306/1545,2124.0
272,20160306/1615,2123.9
273,20160306/1645,2124.2
274,20160306/1715,2125.0
275,20160306/1745,2124.0
276,20160306/1815,2123.2
277,20160306/1845,2121.1
278,20160306/1915,2120.4
279,20160306/1945,2116.3
280,20160306/2015,2115.7
281,20160306/2045,2118.6
282,20160306/2115,2116.6
283,20160306/2145,2115.8
284,20160306/2215,2115.2
285,20160306/2245,2113.9
286,20160306/2315,2113.1
287,20160306/2345,2114.8
240,20160307/0015,2117.2
241,20160307/0045,2114.7
242,20160307/0115,2113.1
243,20160307/0145,2113.6
244,20160307/0215,2113.8
245,20160307/0245,2114.7
246,20160307/0315,2115.5
247,20160307/0345,2110.8
248,20160307/0415,2108.7
249,20160307/0445,2110.8
250,20160307/0515,2111.7
251,20160307/0545,2109.4
252,20160307/0615,2110.1
253,20160307/0645,2114.0
254,20160307/0715,2114.5
255,20160307/0745,2115.5
256,20160307/0815,2115.4
257,20160307/0845,2115.9
258,20160307/0915,2114.8
259,20160307/0945,2112.6
260,20160307/1015,2113.1
261,20160307/1045,2111.9
262,20160307/1115,2111.0
263,20160307/1145,2113.6
264,20160307/1215,2112.9
265,20160307/1245,2110.4
266,20160307/1315,2111.7
267,20160307/1345,2111.6
268,20160307/1415,2111.4
269,20160307/1445,2114.5
270,20160307/1515,2108.2
271,20160307/1545,2105.9
272,20160307/1615,2110.3
273,20160307/1645,2107.4
274,20160307/1715,2103.1
275,20160307/1745,2103.2
276,20160307/1815,2104.9
277,20160307/1845,2103.4
278,20160307/1915,2103.6
279,20160307/1945,2103.3
280,20160307/2015,2107.4
281,20160307/2045,2110.4
282,20160307/2115,2107.1
283,20160307/2145,2105.4
284,20160307/2215,2105.0
285,20160307/2245,2104.5
286,20160307/2315,2104.1
287,20160307/2345,2104.7
240,20160308/0015,2104.7
241,20160308/0045,2101.1
242,20160308/0115,2098.4
243,20160308/0145,2101.0
244,20160308/0215,2102.0
245,20160308/0245,2102.6
246,20160308/0315,2102.5
247,20160308/0345,2102.2
248,20160308/0415,2102.5
249,20160308/0445,2102.8
250,20160308/0515,2105.1
251,20160308/0545,2105.2
252,20160308/0615,2106.2
253,20160308/0645,2107.6
254,20160308/0715,2106.9
255,20160308/0745,2106.8
256,20160308/0815,2105.3
257,20160308/0845,2103.4
258,20160308/0915,2099.1
259,20160308/0945,2098.5
260,20160308/1015,2104.6
261,20160308/1045,2107.8
262,20160308/1115,2104.9
263,20160308/1145,2105.1
264,20160308/1215,2106.8
265,20160308/1245,2106.7
266,20160308/1315,2112.2
267,20160308/1345,2115.6
268,20160308/1415,2116.8
269,20160308/1445,2117.9
270,20160308/1515,2112.4
271,20160308/1545,2110.9
272,20160308/1615,2112.5
273,20160308/1645,2111.9
274,20160308/1715,2112.4
275,20160308/1745,2115.2
276,20160308/1815,2116.5
277,20160308/1845,2114.3
278,20160308/1915,2117.2
279,20160308/1945,2119.4
280,20160308/2015,2117.9
281,20160308/2045,2117.9
282,20160308/2115,2118.9
283,20160308/2145,2118.9
284,20160308/2215,2118.7
285,20160308/2245,2119.5
286,20160308/2315,2121.4
287,20160308/2345,2122.1
240,20160311/0015,2138.6
241,20160311/0045,2140.8
242,20160311/0115,2139.3
243,20160311/0145,2134.6
244,20160311/0215,2133.7
245,20160311/0245,2135.1
246,20160311/0315,2135.8
247,20160311/0345,2132.4
248,20160311/0415,2127.9
249,20160311/0445,2127.1
250,20160311/0515,2126.4
251,20160311/0545,2123.8
252,20160311/0615,2123.0
253,20160311/0645,2122.0
254,20160311/0715,2119.3
255,20160311/0745,2120.8
256,20160311/0815,2122.7
257,20160311/0845,2124.8
258,20160311/0915,2122.3
259,20160311/0945,2121.9
260,20160311/1015,2124.9
261,20160311/1045,2123.7
262,20160311/1115,2123.6
263,20160311/1145,2122.4
264,20160311/1215,2122.9
265,20160311/1245,2124.8
266,20160311/1315,2124.5
267,20160311/1345,2124.1
268,20160311/1415,2122.7
269,20160311/1445,2122.4
270,20160311/1515,2124.2
271,20160311/1545,2122.1
272,20160311/1615,2120.2
273,20160311/1645,2120.0
274,20160311/1715,2120.1
275,20160311/1745,2119.0
276,20160311/1815,2120.1
